danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,preview_url,cover_url,name,artist
0.47,0.046,10,-26.833,1,0.0478,0.995,0.951,0.0952,0.141,79.505,audio_features,43pVgyjB9yACAHeoJzsVpg,https://api.spotify.com/v1/tracks/43pVgyjB9yACAHeoJzsVpg,https://api.spotify.com/v1/audio-analysis/43pVgyjB9yACAHeoJzsVpg,191274,3,https://p.scdn.co/mp3-preview/6a163f4164a52d9aec5878fc1702519f33bf0795?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273265fd2676c6a972dd5c94780,Rue Au Pain,Mauvais Roger
0.38,0.0466,3,-22.267,1,0.0441,0.982,0.943,0.111,0.175,140.729,audio_features,4VWzleChE2O0hOED8WSwN8,https://api.spotify.com/v1/tracks/4VWzleChE2O0hOED8WSwN8,https://api.spotify.com/v1/audio-analysis/4VWzleChE2O0hOED8WSwN8,143773,3,https://p.scdn.co/mp3-preview/853feb1b20ed852d6767d907bdea11c45ca102d6?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b27336ea5b458b2d376c40d69350,Sun Burst,Christopher Dicker
0.428,0.112,0,-21.152,1,0.0467,0.98,0.897,0.112,0.215,99.653,audio_features,3AogJjKJYSIEiXx8Xfq9Z9,https://api.spotify.com/v1/tracks/3AogJjKJYSIEiXx8Xfq9Z9,https://api.spotify.com/v1/audio-analysis/3AogJjKJYSIEiXx8Xfq9Z9,134217,4,https://p.scdn.co/mp3-preview/80e58843d0f14801cdf20e30d88ca7c6135212aa?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273ecb84bbd1433aeb21ea67297,Continuo,Mauro Cangemi
0.195,0.111,6,-25.778,1,0.0502,0.983,0.952,0.11,0.286,177.125,audio_features,4ynA4JLwQIRfIhPuOLVoHZ,https://api.spotify.com/v1/tracks/4ynA4JLwQIRfIhPuOLVoHZ,https://api.spotify.com/v1/audio-analysis/4ynA4JLwQIRfIhPuOLVoHZ,118714,4,https://p.scdn.co/mp3-preview/f0ade09e7a446da9f53d56a09fb5639b7d938df4?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2731b07ec079e8f209273c925f0,Choices,Patricia Sevin
0.358,0.0341,5,-22.477,0,0.0566,0.992,0.951,0.102,0.145,71.399,audio_features,3InuCiZ2PhLlZ11eYaL9z2,https://api.spotify.com/v1/tracks/3InuCiZ2PhLlZ11eYaL9z2,https://api.spotify.com/v1/audio-analysis/3InuCiZ2PhLlZ11eYaL9z2,151799,3,https://p.scdn.co/mp3-preview/d0b99b831462016004bc343e7030717a75ad79c6?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2739448b796787047cce69e4ea0,Fairytale,Monique Galant
0.513,0.0551,0,-23.516,1,0.0395,0.995,0.942,0.095,0.366,65.12,audio_features,3utSs25tLqIPeLegK7MRiT,https://api.spotify.com/v1/tracks/3utSs25tLqIPeLegK7MRiT,https://api.spotify.com/v1/audio-analysis/3utSs25tLqIPeLegK7MRiT,171584,1,https://p.scdn.co/mp3-preview/a0f2d917c32b143f796b7b06042fe8d14a5986f9?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273f1fc03ddb9bc3eb74ff14f82,Green Meadow,Dawn Geller
0.278,0.0876,7,-22.741,1,0.0398,0.97,0.892,0.118,0.0885,99.047,audio_features,35ZsQf6ONY4YYxyyr0Kj2o,https://api.spotify.com/v1/tracks/35ZsQf6ONY4YYxyyr0Kj2o,https://api.spotify.com/v1/audio-analysis/35ZsQf6ONY4YYxyyr0Kj2o,190574,1,https://p.scdn.co/mp3-preview/0217ece2326e5500f9f8858c74511be379c4afc2?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2737dfa4c3fae7166a3b5eb2106,Départ,Samuel Félix
0.385,0.0145,10,-30.373,0,0.0415,0.993,0.945,0.105,0.139,85.368,audio_features,5YZpHsggUWJwLirje3LvqH,https://api.spotify.com/v1/tracks/5YZpHsggUWJwLirje3LvqH,https://api.spotify.com/v1/audio-analysis/5YZpHsggUWJwLirje3LvqH,128015,3,https://p.scdn.co/mp3-preview/05c208854fa6977a5da371550624fce0d51f63bd?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b27358e3d16a4330089ceec32d51,Alla fine insieme (Together at Last),Guiseppe Amilcare
0.448,0.023,4,-30.055,1,0.0438,0.995,0.915,0.072,0.3,80.87,audio_features,4W5voTvwyWCra3bqLGatqA,https://api.spotify.com/v1/tracks/4W5voTvwyWCra3bqLGatqA,https://api.spotify.com/v1/audio-analysis/4W5voTvwyWCra3bqLGatqA,157242,4,https://p.scdn.co/mp3-preview/f7ad865585aad19650717414b6bf7cc63998c7d9?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273b7d6131ce3d45e09e71c9719,A Certainty,Khanipova
0.357,0.00196,1,-28.724,1,0.0472,0.986,0.964,0.104,0.253,97.628,audio_features,2lwkWns2UHsmppqcpjIl5R,https://api.spotify.com/v1/tracks/2lwkWns2UHsmppqcpjIl5R,https://api.spotify.com/v1/audio-analysis/2lwkWns2UHsmppqcpjIl5R,170250,4,https://p.scdn.co/mp3-preview/58a21241ce4034d919603810c2101fd4e4bcafbb?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273eeeea5beafaeab6ea392b0fe,As We Fall In Love Again,Joy Meyer-Williams
0.386,0.0998,8,-26.064,0,0.028,0.992,0.946,0.0997,0.312,142.494,audio_features,1gkpIkLr2tEheFDpavWsBD,https://api.spotify.com/v1/tracks/1gkpIkLr2tEheFDpavWsBD,https://api.spotify.com/v1/audio-analysis/1gkpIkLr2tEheFDpavWsBD,120125,4,https://p.scdn.co/mp3-preview/f42f4150180cbd30f730ef5c0e76f21fdde7c85f?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2734d4359544d6bcba813d578bc,What The Rain Whispered Softly,Jef Martens
0.364,0.00547,10,-30.853,0,0.0606,0.995,0.953,0.111,0.0784,64.081,audio_features,1OTHwPZtINBdYK4wAFyF4V,https://api.spotify.com/v1/tracks/1OTHwPZtINBdYK4wAFyF4V,https://api.spotify.com/v1/audio-analysis/1OTHwPZtINBdYK4wAFyF4V,152581,4,https://p.scdn.co/mp3-preview/53c5261547475f60898e5bf5b3d1336112e6ca16?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273d04c7ab5f6a4d7ec0b7fa7a7,Inside Out,Borghild Wenn
0.475,0.0123,0,-29.586,1,0.0476,0.995,0.932,0.12,0.289,79.726,audio_features,2733cS6pVTBtpTCrf8lbeQ,https://api.spotify.com/v1/tracks/2733cS6pVTBtpTCrf8lbeQ,https://api.spotify.com/v1/audio-analysis/2733cS6pVTBtpTCrf8lbeQ,309000,4,https://p.scdn.co/mp3-preview/7959dae7cbc13bfa675308ed462a7398e9b630aa?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2732af85a428adc9c6dc862c97e,West Virginia,Chris Donner
0.42,0.0174,2,-28.788,1,0.048,0.996,0.941,0.101,0.157,70.399,audio_features,3lUAjSVqgu8A7e7Vhlu74G,https://api.spotify.com/v1/tracks/3lUAjSVqgu8A7e7Vhlu74G,https://api.spotify.com/v1/audio-analysis/3lUAjSVqgu8A7e7Vhlu74G,147500,5,https://p.scdn.co/mp3-preview/5eda73299d7ee7db6d33c94c76b8596be0d64541?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2732bc1dc8158ad65116e266a48,Ce jour là,Laetitia Dostie
0.347,0.0383,1,-28.544,0,0.0357,0.994,0.944,0.0788,0.198,99.849,audio_features,5wFGu1dl3Lw08doFu0gVmA,https://api.spotify.com/v1/tracks/5wFGu1dl3Lw08doFu0gVmA,https://api.spotify.com/v1/audio-analysis/5wFGu1dl3Lw08doFu0gVmA,189250,4,https://p.scdn.co/mp3-preview/2e7f0ac7640d7c8c3da7c15544aa6a734b290f24?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273077ebeaa44b35d1fda519668,Synchronicity,Allysium
0.32,0.00912,6,-29.85,0,0.0397,0.994,0.904,0.141,0.323,141.668,audio_features,3JRe26tZFIC2y3suUKrJiu,https://api.spotify.com/v1/tracks/3JRe26tZFIC2y3suUKrJiu,https://api.spotify.com/v1/audio-analysis/3JRe26tZFIC2y3suUKrJiu,134661,4,https://p.scdn.co/mp3-preview/a10851b1cff3c0db64ba53bda47ccfa39330be3c?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2737ab780df93ada32753ae3f00,Vogeltrek,Doeke
0.619,0.0746,1,-25.086,0,0.0485,0.996,0.951,0.101,0.544,75.806,audio_features,2raTq4pOKZfeg2h61gnI0L,https://api.spotify.com/v1/tracks/2raTq4pOKZfeg2h61gnI0L,https://api.spotify.com/v1/audio-analysis/2raTq4pOKZfeg2h61gnI0L,148000,4,https://p.scdn.co/mp3-preview/5939c991bc5f085c1fab9fc8a5e89e0f5ff47d54?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2734374d7003c5cd065f33bb360,Des ponts plutôt que des murs,Zdenek Lemelin
0.687,0.0712,7,-28.0,1,0.0449,0.995,0.944,0.0954,0.242,58.006,audio_features,1g0Zj4GZ229O647Tt3RPJ2,https://api.spotify.com/v1/tracks/1g0Zj4GZ229O647Tt3RPJ2,https://api.spotify.com/v1/audio-analysis/1g0Zj4GZ229O647Tt3RPJ2,124655,4,https://p.scdn.co/mp3-preview/75884a9e60f5f993b56941c0e00b5d79add05957?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273ffeccbe558d4f5f4483e2b69,Time,Olim
0.375,0.0229,9,-28.864,1,0.108,0.996,0.951,0.0893,0.226,178.953,audio_features,4vO8oT2rdWcCzHYTEcoJGl,https://api.spotify.com/v1/tracks/4vO8oT2rdWcCzHYTEcoJGl,https://api.spotify.com/v1/audio-analysis/4vO8oT2rdWcCzHYTEcoJGl,145314,4,https://p.scdn.co/mp3-preview/49f9404e129d2d769e7031e3e962bf4d944168b2?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2737499f83e3380f67e3a8a4af7,Love Will Set Us Free,Novum Cordis
0.365,0.116,3,-27.249,0,0.0302,0.984,0.915,0.0917,0.193,126.305,audio_features,0kI6c7wGZ5h3njJ5wF4nMw,https://api.spotify.com/v1/tracks/0kI6c7wGZ5h3njJ5wF4nMw,https://api.spotify.com/v1/audio-analysis/0kI6c7wGZ5h3njJ5wF4nMw,130125,3,https://p.scdn.co/mp3-preview/56e390495a8e7d154fb6c849856d018df52704c1?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273c82675037b0aace8152ce3ce,When She Flows,Jef Martens
0.366,0.014,5,-21.955,0,0.0386,0.986,0.918,0.121,0.128,69.575,audio_features,4bn5nDWccvgalkZGVzth00,https://api.spotify.com/v1/tracks/4bn5nDWccvgalkZGVzth00,https://api.spotify.com/v1/audio-analysis/4bn5nDWccvgalkZGVzth00,198000,4,https://p.scdn.co/mp3-preview/6abf1e2ca4cfe24d9a68283fb2a3954e51d1e74e?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273a1c82e9d61c3ef7d9b65a960,Aldebaran,S.A. Karl
0.494,0.0132,1,-25.478,0,0.0482,0.993,0.952,0.113,0.249,74.178,audio_features,5NI4ztzijs8sqoxlhqNleo,https://api.spotify.com/v1/tracks/5NI4ztzijs8sqoxlhqNleo,https://api.spotify.com/v1/audio-analysis/5NI4ztzijs8sqoxlhqNleo,118928,4,https://p.scdn.co/mp3-preview/fb44c8ea4b2c8e97f409d6c1647238ad834ee96c?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273aa5e52e06f7ef18c66a44c99,Lacrimosa,Lucas Vendrai
0.557,0.0212,1,-22.981,1,0.0696,0.994,0.963,0.0935,0.278,84.806,audio_features,2fJLNEDPFM38gcXeY58WNa,https://api.spotify.com/v1/tracks/2fJLNEDPFM38gcXeY58WNa,https://api.spotify.com/v1/audio-analysis/2fJLNEDPFM38gcXeY58WNa,194500,3,https://p.scdn.co/mp3-preview/ca401b21f4861f4f64c61620495e1d0144432ffa?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273e64f784a0ee211f9305ff674,The Pond,Mads Hellmuth
0.444,0.0508,5,-28.789,1,0.0395,0.993,0.894,0.0983,0.271,132.664,audio_features,5kRBxcHNbWOUFvv15I0dMP,https://api.spotify.com/v1/tracks/5kRBxcHNbWOUFvv15I0dMP,https://api.spotify.com/v1/audio-analysis/5kRBxcHNbWOUFvv15I0dMP,147315,3,,https://i.scdn.co/image/ab67616d0000b2737fef9fa7fafdc05bab15cb44,Gdansk,Lambert
0.417,0.0176,7,-25.29,1,0.033,0.994,0.906,0.0943,0.0646,64.592,audio_features,348xadDAQ4aCmfzr0b7FyP,https://api.spotify.com/v1/tracks/348xadDAQ4aCmfzr0b7FyP,https://api.spotify.com/v1/audio-analysis/348xadDAQ4aCmfzr0b7FyP,124096,4,https://p.scdn.co/mp3-preview/9ff4562ad00d08b83f3fc071dbf489af2ce849fc?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273670347456174e2249f0036e8,A Portrait of Natalie,Thomas Welker
0.451,0.0524,11,-24.904,0,0.0446,0.992,0.938,0.107,0.0612,95.138,audio_features,6dIGw0ChcSE4zXCqPfCbw2,https://api.spotify.com/v1/tracks/6dIGw0ChcSE4zXCqPfCbw2,https://api.spotify.com/v1/audio-analysis/6dIGw0ChcSE4zXCqPfCbw2,180744,3,https://p.scdn.co/mp3-preview/80893495daa8a23ecacea816e13cd0d04723d68d?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2737982cadd7d3308a24eea726f,The Sky Is Mine,Flóki
0.485,0.0117,3,-29.338,1,0.0585,0.996,0.947,0.189,0.181,137.882,audio_features,1Oh2lgjyAt26WZ7SeyJLzY,https://api.spotify.com/v1/tracks/1Oh2lgjyAt26WZ7SeyJLzY,https://api.spotify.com/v1/audio-analysis/1Oh2lgjyAt26WZ7SeyJLzY,261875,4,https://p.scdn.co/mp3-preview/2a3bff4f9c312def8267b3c33f41aeeae84600ae?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273cc3e961aa0ad46f02bc7c8ae,Quiet Conversation,Ivan Vladusic
0.423,0.0265,7,-22.044,1,0.0462,0.992,0.943,0.0799,0.188,68.263,audio_features,3lM1BCOR6zXKsvC7I3eABX,https://api.spotify.com/v1/tracks/3lM1BCOR6zXKsvC7I3eABX,https://api.spotify.com/v1/audio-analysis/3lM1BCOR6zXKsvC7I3eABX,143377,3,https://p.scdn.co/mp3-preview/fb1208a2f885b4e45440aee16094997500eeba38?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2736ccabb2e2c2206e26b14f466,Glow,Michael Logozar
0.395,0.0307,2,-31.07,1,0.0482,0.991,0.896,0.109,0.386,131.514,audio_features,0BXq9t3wTA8HMqFPvGxZYf,https://api.spotify.com/v1/tracks/0BXq9t3wTA8HMqFPvGxZYf,https://api.spotify.com/v1/audio-analysis/0BXq9t3wTA8HMqFPvGxZYf,114400,4,https://p.scdn.co/mp3-preview/593548ce36cb65709fdbf86d42f015f77896cdc5?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273b80a4e388e6c08e2e0cd7123,Sweet Redolence,Cedric Armfeldt
0.489,0.0496,3,-27.437,0,0.0644,0.995,0.957,0.101,0.149,69.668,audio_features,4iUW2jCsr1jofP9GQGuXPh,https://api.spotify.com/v1/tracks/4iUW2jCsr1jofP9GQGuXPh,https://api.spotify.com/v1/audio-analysis/4iUW2jCsr1jofP9GQGuXPh,136250,4,https://p.scdn.co/mp3-preview/f464d559752a71118c3f2017a079ca4f1023eeaf?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2739da5001fa03ed4d0aedebc91,Mère bien-aimée,Céline Aubin
0.191,0.0151,11,-28.454,1,0.0497,0.995,0.871,0.0962,0.115,201.132,audio_features,7IOhTZyPfyCPhO041cdiDv,https://api.spotify.com/v1/tracks/7IOhTZyPfyCPhO041cdiDv,https://api.spotify.com/v1/audio-analysis/7IOhTZyPfyCPhO041cdiDv,127013,4,https://p.scdn.co/mp3-preview/26316dcc8d15ac1e00a373da7067dbbc8f57c5c6?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273baaceddf1bff6abfedbb6342,Forgiveness,Francesco Tulman
0.313,0.0229,1,-26.35,1,0.0288,0.985,0.938,0.107,0.065,64.387,audio_features,6kWVRQKxzpOj8r06pps6O3,https://api.spotify.com/v1/tracks/6kWVRQKxzpOj8r06pps6O3,https://api.spotify.com/v1/audio-analysis/6kWVRQKxzpOj8r06pps6O3,138125,3,https://p.scdn.co/mp3-preview/909c902679b3c570ced2d77f30a548f84733fa20?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273292eed1a86ea1ebabc3f1b3e,Watching Over You,Jef Martens
0.33,0.0186,0,-32.952,1,0.0512,0.995,0.897,0.102,0.279,113.636,audio_features,1QQUFiArleFKStW1ttUfoN,https://api.spotify.com/v1/tracks/1QQUFiArleFKStW1ttUfoN,https://api.spotify.com/v1/audio-analysis/1QQUFiArleFKStW1ttUfoN,215000,4,https://p.scdn.co/mp3-preview/93a89d469e39d5cee09e3ee220e9c5665669c684?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2731a1abaab2e9a8a4bfa1b4387,Just Us,Geir Gudmundson
0.421,0.0282,4,-22.395,1,0.0507,0.995,0.961,0.0878,0.166,93.526,audio_features,6H08IWL5fcTkVyNjNCH2GM,https://api.spotify.com/v1/tracks/6H08IWL5fcTkVyNjNCH2GM,https://api.spotify.com/v1/audio-analysis/6H08IWL5fcTkVyNjNCH2GM,211628,4,https://p.scdn.co/mp3-preview/40a95ae6a6974a92dfb86f21d41aa14957805bdc?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273fead11034b8f79218ef1ec6e,Vancouver,Adam Fincher
0.414,0.016,1,-28.928,1,0.0459,0.987,0.938,0.112,0.136,123.931,audio_features,7xB4ErvUJTglvf4dXx8MWL,https://api.spotify.com/v1/tracks/7xB4ErvUJTglvf4dXx8MWL,https://api.spotify.com/v1/audio-analysis/7xB4ErvUJTglvf4dXx8MWL,144043,3,,https://i.scdn.co/image/ab67616d0000b27333ed5a419dfb4462bbdf7888,Closer,Matt Stewart-Evans
0.349,0.00997,11,-30.127,0,0.0368,0.991,0.922,0.09,0.12,127.579,audio_features,2ELwSFL1CGiJIlpHP3XFbZ,https://api.spotify.com/v1/tracks/2ELwSFL1CGiJIlpHP3XFbZ,https://api.spotify.com/v1/audio-analysis/2ELwSFL1CGiJIlpHP3XFbZ,119250,4,https://p.scdn.co/mp3-preview/aec1b419e649fc7becffd9848e9cc3f44fb69281?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2738caa0abf2c3249af4bdef806,And I Always Will,Julien Thorsen
0.364,0.0123,9,-25.831,0,0.043,0.993,0.932,0.112,0.291,103.354,audio_features,5akA0ZrfTGKwyjtHc4fr0p,https://api.spotify.com/v1/tracks/5akA0ZrfTGKwyjtHc4fr0p,https://api.spotify.com/v1/audio-analysis/5akA0ZrfTGKwyjtHc4fr0p,278125,4,https://p.scdn.co/mp3-preview/a491d11d2935510a4aa66eb62008d72f70e10482?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273c7b4c885fb6ccc3555cfa4c5,Balett,Charles Weathersby
0.508,0.0209,11,-28.188,1,0.0458,0.995,0.944,0.108,0.172,111.614,audio_features,5pS1PFojz8exelbAvqH8Wq,https://api.spotify.com/v1/tracks/5pS1PFojz8exelbAvqH8Wq,https://api.spotify.com/v1/audio-analysis/5pS1PFojz8exelbAvqH8Wq,233500,4,https://p.scdn.co/mp3-preview/ea7d6b6582d2213f185e9cac36b8058d0852c911?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273e5804fc745cfabbdd09d74fb,Open Heart,Yao Chen
0.512,0.0801,9,-18.258,0,0.0458,0.978,0.935,0.1,0.43,131.882,audio_features,47ANidpOmgAqEP35AKwPVU,https://api.spotify.com/v1/tracks/47ANidpOmgAqEP35AKwPVU,https://api.spotify.com/v1/audio-analysis/47ANidpOmgAqEP35AKwPVU,160000,4,,https://i.scdn.co/image/ab67616d0000b27386b1f74cd916244313e7dbd2,Theben,Oskar Schuster
0.369,0.0166,0,-25.238,1,0.0352,0.991,0.94,0.0986,0.0837,65.306,audio_features,0kBBID6PJWjdh0Feew3rtW,https://api.spotify.com/v1/tracks/0kBBID6PJWjdh0Feew3rtW,https://api.spotify.com/v1/audio-analysis/0kBBID6PJWjdh0Feew3rtW,202588,3,https://p.scdn.co/mp3-preview/d1b49b2124ae622c5d0b3ff36af0214bdf85ddcc?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273de63f8b59fe304917b0b53f3,Samarcande,Limestone Quarry
0.513,0.0167,5,-29.252,1,0.0704,0.995,0.951,0.0919,0.233,63.716,audio_features,2RzamwHT6KYUAo0cHlY6r0,https://api.spotify.com/v1/tracks/2RzamwHT6KYUAo0cHlY6r0,https://api.spotify.com/v1/audio-analysis/2RzamwHT6KYUAo0cHlY6r0,242125,4,https://p.scdn.co/mp3-preview/ab31c351e9017fe97c085b336279f564da21781a?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2730c00c80ba5c7931a13f5d475,Maiden´s Blush,Aron Edwards
0.266,0.0283,2,-27.499,1,0.0522,0.993,0.913,0.0918,0.468,140.499,audio_features,6JmgdhklkWQBWZBhh8Too2,https://api.spotify.com/v1/tracks/6JmgdhklkWQBWZBhh8Too2,https://api.spotify.com/v1/audio-analysis/6JmgdhklkWQBWZBhh8Too2,178958,4,https://p.scdn.co/mp3-preview/d5bc620d40b3a59a22459cf6287b1e7943a8ac0b?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273f2e24b0e1dd07f968186119a,Crossing Paths,Lake Isabel
0.545,0.00411,10,-26.94,1,0.0335,0.995,0.955,0.0872,0.137,61.902,audio_features,4A6N096dpRTRlAGSkxsVrh,https://api.spotify.com/v1/tracks/4A6N096dpRTRlAGSkxsVrh,https://api.spotify.com/v1/audio-analysis/4A6N096dpRTRlAGSkxsVrh,142000,4,https://p.scdn.co/mp3-preview/044af9a486a2237918615d9d97a366363fd1634f?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b273b8f3696f8398d830cd71a14f,Timeless,Josephine Scwartz
0.29,0.0818,0,-25.673,1,0.0617,0.995,0.95,0.0918,0.281,185.091,audio_features,1lBZFfbME5sIHKtgNuXq2I,https://api.spotify.com/v1/tracks/1lBZFfbME5sIHKtgNuXq2I,https://api.spotify.com/v1/audio-analysis/1lBZFfbME5sIHKtgNuXq2I,119687,4,https://p.scdn.co/mp3-preview/7e3cbf9e341d6c7157a2d3c22c58dae565f1ed56?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2732d64d1b7282e775a30132452,Stirling,Tuga Topić
0.435,0.034,5,-30.207,1,0.0465,0.992,0.934,0.0932,0.142,140.199,audio_features,0P9iHoMjt1UlJfdcijOBHZ,https://api.spotify.com/v1/tracks/0P9iHoMjt1UlJfdcijOBHZ,https://api.spotify.com/v1/audio-analysis/0P9iHoMjt1UlJfdcijOBHZ,190291,4,https://p.scdn.co/mp3-preview/d02b196151b90084baec87b021278e57f4457688?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2735027dc54bbbd27b2e5764cb4,Rise,Peter Sandberg
0.176,0.031,10,-31.689,1,0.0457,0.99,0.919,0.109,0.253,128.242,audio_features,6mQhibY0WvzsX9K3ZR7OTC,https://api.spotify.com/v1/tracks/6mQhibY0WvzsX9K3ZR7OTC,https://api.spotify.com/v1/audio-analysis/6mQhibY0WvzsX9K3ZR7OTC,192312,4,https://p.scdn.co/mp3-preview/bed0b8d5bd773c3e09a0efeeb9af8486f3df6536?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b27343e676ae1dfa30f483c9450d,Spiritual,Jenny Lange
0.303,0.00561,11,-28.581,0,0.0381,0.994,0.889,0.101,0.0591,68.238,audio_features,0xIdhwtIiUcA9IJXJjiWYS,https://api.spotify.com/v1/tracks/0xIdhwtIiUcA9IJXJjiWYS,https://api.spotify.com/v1/audio-analysis/0xIdhwtIiUcA9IJXJjiWYS,163854,4,https://p.scdn.co/mp3-preview/f0a33ff39555c7385e262178ffd9b2486bd29590?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b27354a69deca11148ad3f07a5e1,A Secret Within,Alina Yanovna
0.519,0.0619,0,-23.273,1,0.0336,0.988,0.944,0.103,0.394,83.787,audio_features,0Nt9LNtrEvJtZemKGqVM7L,https://api.spotify.com/v1/tracks/0Nt9LNtrEvJtZemKGqVM7L,https://api.spotify.com/v1/audio-analysis/0Nt9LNtrEvJtZemKGqVM7L,219840,4,,https://i.scdn.co/image/ab67616d0000b273213ae641878d1baf26b53d35,Augustines,Louis-Étienne Santais
0.362,0.0342,0,-28.605,0,0.0478,0.995,0.941,0.108,0.298,67.983,audio_features,0XmzqchrogvmI01Bo7xtLG,https://api.spotify.com/v1/tracks/0XmzqchrogvmI01Bo7xtLG,https://api.spotify.com/v1/audio-analysis/0XmzqchrogvmI01Bo7xtLG,237000,4,https://p.scdn.co/mp3-preview/2908f414a324ef46e56c2bbba138bd8fd4e9a25c?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b2735f5e97dc814eaebccfd4513c,Familiar Grounds,Lihua Zhao
0.309,0.085,5,-23.526,1,0.0691,0.995,0.964,0.0897,0.206,205.094,audio_features,7iw3S9vmaQYrdp9fUh4gzC,https://api.spotify.com/v1/tracks/7iw3S9vmaQYrdp9fUh4gzC,https://api.spotify.com/v1/audio-analysis/7iw3S9vmaQYrdp9fUh4gzC,155500,4,https://p.scdn.co/mp3-preview/fb4fdac5a50a9c6732b04a8bce6288d97ed31f6c?cid=718b8cfaa2a44b50bc178452e14878ec,https://i.scdn.co/image/ab67616d0000b27378cff823a5d1596b22141809,Con el tiempo todo se consigue,Claribel Ramón
